title	url	verified
Backorder Rate	https://insightful-data-lab.com/2025/08/23/backorder-rate/	exact
Lost Sales Value	https://insightful-data-lab.com/2025/08/23/lost-sales-value/	exact
Fill Rate	https://insightful-data-lab.com/2025/08/23/fill-rate/	exact
Stockout Rate	https://insightful-data-lab.com/2025/08/23/stockout-rate/	exact
Prophet — Time Series Forecasting by Facebook (Meta)	https://insightful-data-lab.com/2025/08/23/prophet-time-series-forecasting-by-facebook-meta/	exact
LSTM — Long Short-Term Memory Networks	https://insightful-data-lab.com/2025/08/23/lstm-long-short-term-memory-networks/	exact
ARIMA (AutoRegressive Integrated Moving Average)	https://insightful-data-lab.com/2025/08/23/arima-autoregressive-integrated-moving-average/	exact
Return Distribution	https://insightful-data-lab.com/2025/08/23/return-distribution/	exact
Value-at-Risk (VaR)	https://insightful-data-lab.com/2025/08/23/value-at-risk-var/	exact
Risk Forecast	https://insightful-data-lab.com/2025/08/23/risk-forecast/	exact
Probabilistic Scoring	https://insightful-data-lab.com/2025/08/23/probabilistic-scoring/	exact
Full Distribution	https://insightful-data-lab.com/2025/08/23/full-distribution/	exact
Continuous Probabilistic Forecasts	https://insightful-data-lab.com/2025/08/23/continuous-probabilistic-forecasts/	exact
Classification Probability	https://insightful-data-lab.com/2025/08/23/classification-probability/	exact
Quantile Forecasts	https://insightful-data-lab.com/2025/08/23/quantile-forecasts/	exact
Point Forecasts	https://insightful-data-lab.com/2025/08/23/point-forecasts/	exact
Strictly Proper Scoring Rules	https://insightful-data-lab.com/2025/08/22/strictly-proper-scoring-rules/	exact
Probability Forecasts	https://insightful-data-lab.com/2025/08/22/probability-forecasts/	exact
Target Variable	https://insightful-data-lab.com/2025/08/22/target-variable/	exact
Probability Density	https://insightful-data-lab.com/2025/08/22/probability-density/	exact
Normal Distribution	https://insightful-data-lab.com/2025/08/22/normal-distribution/	exact
Probability Mass	https://insightful-data-lab.com/2025/08/22/probability-mass/	exact
Probability Distribution	https://insightful-data-lab.com/2025/08/22/probability-distributions/	exact
Probabilistic Forecasts	https://insightful-data-lab.com/2025/08/22/probabilistic-forecasts/	exact
Deterministic forecasts	https://insightful-data-lab.com/2025/08/22/deterministic-forecasts/	exact
Cumulative Distribution Function (CDF)	https://insightful-data-lab.com/2025/08/22/cumulative-distribution-function-cdf/	exact
M-Competitions (Makridakis Competitions)	https://insightful-data-lab.com/2025/08/22/m-competitions-makridakis-competitions/	exact
Forecasting Benchmarks	https://insightful-data-lab.com/2025/08/22/forecasting-benchmarks/	exact
Average Absolute Error (AAE)	https://insightful-data-lab.com/2025/08/22/average-absolute-error-aae/	exact
Seasonal Lag	https://insightful-data-lab.com/2025/08/22/seasonal-lag/	exact
Simple Baseline Methods	https://insightful-data-lab.com/2025/08/22/simple-baseline-methods/	exact
Naïve Baseline Forecast	https://insightful-data-lab.com/2025/08/22/naive-baseline-forecast/	exact
Forecast Error	https://insightful-data-lab.com/2025/08/22/forecast-error/	exact
Forecasting Competitions	https://insightful-data-lab.com/2025/08/22/forecasting-competitions/	exact
Predicting Percentiles	https://insightful-data-lab.com/2025/08/22/predicting-percentiles/	exact
Prediction Intervals (PI)	https://insightful-data-lab.com/2025/08/22/prediction-intervals-pi/	exact
Quantile Regression	https://insightful-data-lab.com/2025/08/22/quantile-regression/	exact
Quantile Level	https://insightful-data-lab.com/2025/08/22/quantile-level/	exact
Time Series Forecasting	https://insightful-data-lab.com/2025/08/22/time-series-forecasting/	exact
Log-Space	https://insightful-data-lab.com/2025/08/22/log-space/	exact
Relative accuracy	https://insightful-data-lab.com/2025/08/22/relative-accuracy/	exact
R² (R-squared)	https://insightful-data-lab.com/2025/08/22/r%c2%b2-r-squared/	exact
Long-Tail Items	https://insightful-data-lab.com/2025/08/22/long-tail-items/	exact
Self-Information of Popularity	https://insightful-data-lab.com/2025/08/22/self-information-of-popularity/	exact
Relevance in Recommender Systems	https://insightful-data-lab.com/2025/08/22/relevance-in-recommender-systems/	exact
Genre Overlap	https://insightful-data-lab.com/2025/08/22/genre-overlap/	exact
Jaccard index	https://insightful-data-lab.com/2025/08/22/jaccard-index/	exact
Cosine Similarity of Item Features	https://insightful-data-lab.com/2025/08/22/cosine-similarity-of-item-features/	exact
Intra-List Diversity (ILD)	https://insightful-data-lab.com/2025/08/22/intra-list-diversity-ild/	exact
Dominating in Recommender Systems	https://insightful-data-lab.com/2025/08/22/dominating-in-recommender-systems/	exact
Catalog Coverage	https://insightful-data-lab.com/2025/08/22/catalog-coverage/	exact
User Coverage	https://insightful-data-lab.com/2025/08/22/user-coverage/	exact
Item Coverage	https://insightful-data-lab.com/2025/08/22/item-coverage/	exact
Diminishing Utility	https://insightful-data-lab.com/2025/08/22/diminishing-utility/	exact
DCG (Discounted Cumulative Gain)	https://insightful-data-lab.com/2025/08/22/dcg-discounted-cumulative-gain/	exact
Kaggle	https://insightful-data-lab.com/2025/08/22/kaggle/	exact
TREC (Text REtrieval Conference)	https://insightful-data-lab.com/2025/08/22/trec-text-retrieval-conference/	exact
Adaptive ECE (Expected Calibration Error with Adaptive Binning)	https://insightful-data-lab.com/2025/08/22/adaptive-ece-expected-calibration-error-with-adaptive-binning/	exact
Maximum Calibration Error (MCE)	https://insightful-data-lab.com/2025/08/22/maximum-calibration-error-mce/	exact
ROC Curve (Receiver Operating Characteristic)	https://insightful-data-lab.com/2025/08/22/roc-curve-receiver-operating-characteristic/	exact
Murphy's Decomposition	https://insightful-data-lab.com/2025/08/21/murphys-decomposition/	exact
Temperature Scaling	https://insightful-data-lab.com/2025/08/21/temperature-scaling/	exact
Platt Scaling	https://insightful-data-lab.com/2025/08/21/platt-scaling/	exact
Isotonic Regression	https://insightful-data-lab.com/2025/08/21/isotonic-regression/	exact
Support Vector Machines (SVMs)	https://insightful-data-lab.com/2025/08/21/support-vector-machines-svms/	exact
Underconfident	https://insightful-data-lab.com/2025/08/21/underconfident/	exact
Overconfident	https://insightful-data-lab.com/2025/08/21/overconfident/	exact
Confidence Level	https://insightful-data-lab.com/2025/08/21/confidence-level/	exact
Risk-Based Decisions	https://insightful-data-lab.com/2025/08/21/risk-based-decisions/	exact
Neural Networks	https://insightful-data-lab.com/2025/08/21/neural-networks/	exact
Binary Cross-Entropy (BCE)	https://insightful-data-lab.com/2025/08/21/binary-cross-entropy-bce/	exact
Loss Functions	https://insightful-data-lab.com/2025/08/21/loss-functions/	exact
Underflow	https://insightful-data-lab.com/2025/08/21/underflow/	exact
Logit Space	https://insightful-data-lab.com/2025/08/21/logit-space/	exact
Logistic Regression	https://insightful-data-lab.com/2025/08/21/logistic-regression/	exact
Binary Classification	https://insightful-data-lab.com/2025/08/21/binary-classification/	exact
Classification Models	https://insightful-data-lab.com/2025/08/21/classification-models/	exact
Log-Odds	https://insightful-data-lab.com/2025/08/21/log-odds/	exact
Softmax Function	https://insightful-data-lab.com/2025/08/21/softmax-function/	exact
Sigmoid Function	https://insightful-data-lab.com/2025/08/21/sigmoid-function/	exact
Squashing Function	https://insightful-data-lab.com/2025/08/21/squashing-function/	exact
Conversion Rate (CR)	https://insightful-data-lab.com/2025/08/21/conversion-rate-cr/	exact
Cost-Per-Click (CPC) Models	https://insightful-data-lab.com/2025/08/21/cost-per-click-cpc-models/	exact
Causal Trees	https://insightful-data-lab.com/2025/08/21/causal-trees/	exact
Uplift Random Forests	https://insightful-data-lab.com/2025/08/21/uplift-random-forests/	exact
Uplift Curve	https://insightful-data-lab.com/2025/08/21/uplift-curve/	exact
Likelihood	https://insightful-data-lab.com/2025/08/21/likelihood/	exact
Correlation	https://insightful-data-lab.com/2025/08/21/correlation/	exact
Causal Effect	https://insightful-data-lab.com/2025/08/21/causal-effect/	exact
Outlier	https://insightful-data-lab.com/2025/08/21/outlier/	exact
Mean Squared Error (MSE)	https://insightful-data-lab.com/2025/08/21/mean-squared-error-mse/	exact
Regression Models	https://insightful-data-lab.com/2025/08/21/regression-models/	exact
One-vs-Rest (OvR)	https://insightful-data-lab.com/2025/08/21/one-vs-rest-ovr/	exact
Multiclass Classification	https://insightful-data-lab.com/2025/08/21/multiclass-classification/	exact
Partial AUC (pAUC)	https://insightful-data-lab.com/2025/08/21/partial-auc-pauc/	exact
Micro AUC	https://insightful-data-lab.com/2025/08/21/micro-auc/	exact
Macro AUC	https://insightful-data-lab.com/2025/08/21/macro-auc/	exact
Median	https://insightful-data-lab.com/2025/08/21/median/	exact
Mean	https://insightful-data-lab.com/2025/08/21/mean/	exact
Sensitivity in Feature Engineering	https://insightful-data-lab.com/2025/08/20/sensitivity-in-feature-engineering/	exact
Encode (in Feature Engineering)	https://insightful-data-lab.com/2025/08/20/encode-in-feature-engineering/	exact
Normalize (in Feature Engineering)	https://insightful-data-lab.com/2025/08/20/normalize-in-feature-engineering/	exact
Embedding Similarity	https://insightful-data-lab.com/2025/08/20/embedding-similarity/	exact
Computer Vision (CV)	https://insightful-data-lab.com/2025/08/20/computer-vision-cv/	exact
Natural Language Processing (NLP)	https://insightful-data-lab.com/2025/08/20/natural-language-processing-nlp/	exact
Accuracy	https://insightful-data-lab.com/2025/08/20/accuracy/	exact
Chi-square (χ²) Test	https://insightful-data-lab.com/2025/08/20/chi-square-%cf%87%c2%b2-test/	exact
Kolmogorov–Smirnov (KS) Test	https://insightful-data-lab.com/2025/08/20/kolmogorov-smirnov-ks-test/	exact
Jensen–Shannon (JS) Divergence	https://insightful-data-lab.com/2025/08/20/jensen-shannon-js-divergence/	exact
Kullback–Leibler (KL) Divergence	https://insightful-data-lab.com/2025/08/20/kullback-leibler-kl-divergence/	exact
Statistical Tests	https://insightful-data-lab.com/2025/08/20/statistical-tests/	exact
Seasonality	https://insightful-data-lab.com/2025/08/20/seasonality/	exact
Concept Drift	https://insightful-data-lab.com/2025/08/20/concept-drift/	exact
Data Drift	https://insightful-data-lab.com/2025/08/20/data-drift/	exact
Fair Lending laws	https://insightful-data-lab.com/2025/08/20/fair-lending-laws/	exact
Basel III	https://insightful-data-lab.com/2025/08/20/basel-iii/	exact
High-Stakes Domains	https://insightful-data-lab.com/2025/08/20/high-stakes-domains/	exact
Deep Ensembles	https://insightful-data-lab.com/2025/08/20/deep-ensembles/	exact
Counterfactual Explanations	https://insightful-data-lab.com/2025/08/20/counterfactual-explanations/	exact
LIME (Local Interpretable Model-agnostic Explanations)	https://insightful-data-lab.com/2025/08/20/lime-local-interpretable-model-agnostic-explanations/	exact
SHAP (SHapley Additive exPlanations)	https://insightful-data-lab.com/2025/08/20/shap-shapley-additive-explanations/	exact
Post-hoc Explainability	https://insightful-data-lab.com/2025/08/20/post-hoc-explainability/	exact
Decision Trees	https://insightful-data-lab.com/2025/08/20/decision-trees/	exact
Linear Models	https://insightful-data-lab.com/2025/08/20/linear-models/	exact
Caching	https://insightful-data-lab.com/2025/08/20/caching/	exact
Quantization	https://insightful-data-lab.com/2025/08/20/quantization/	exact
ONNX (Open Neural Network Exchange)	https://insightful-data-lab.com/2025/08/20/onnx-open-neural-network-exchange/	exact
Full Annotation	https://insightful-data-lab.com/2025/08/20/full-annotation/	exact
Weak Supervision	https://insightful-data-lab.com/2025/08/20/weak-supervision/	exact
TPU Clusters	https://insightful-data-lab.com/2025/08/20/tpu-clusters/	exact
Statistical Power	https://insightful-data-lab.com/2025/08/20/statistical-power/	exact
Drift Guardrails	https://insightful-data-lab.com/2025/08/20/drift-guardrails/	exact
Latency Guardrails	https://insightful-data-lab.com/2025/08/20/latency-guardrails/	exact
Fairness Guardrails	https://insightful-data-lab.com/2025/08/20/fairness-guardrails/	exact
DeLong's Test	https://insightful-data-lab.com/2025/08/20/delongs-test/	exact
Dataset Shift	https://insightful-data-lab.com/2025/08/20/dataset-shift/	exact
Label Noise	https://insightful-data-lab.com/2025/08/20/label-noise/	exact
Evaluation Set	https://insightful-data-lab.com/2025/08/20/evaluation-set/	exact
Clopper–Pearson Interval	https://insightful-data-lab.com/2025/08/20/clopper-pearson-interval/	exact
Wilson Score Interval	https://insightful-data-lab.com/2025/08/20/wilson-score-interval/	exact
Per-class Precision (sometimes called class-wise precision)	https://insightful-data-lab.com/2025/08/20/per-class-precision-sometimes-called-class-wise-precision/	exact
Multiclass Precision	https://insightful-data-lab.com/2025/08/20/multiclass-precision/	exact
Multilabel Precision	https://insightful-data-lab.com/2025/08/20/multilabel-precision/	exact
Weighted Averaging	https://insightful-data-lab.com/2025/08/20/weighted-averaging/	exact
Harmonic Mean	https://insightful-data-lab.com/2025/08/20/harmonic-mean/	exact
F1-score	https://insightful-data-lab.com/2025/08/20/f1-score/	exact
Model Score	https://insightful-data-lab.com/2025/08/20/model-score/	exact
Bootstrap	https://insightful-data-lab.com/2025/08/20/bootstrap/	exact
Average Precision (AP)	https://insightful-data-lab.com/2025/08/20/average-precision-ap/	exact
Upsampling	https://insightful-data-lab.com/2025/08/20/upsampling/	exact
Downsampling	https://insightful-data-lab.com/2025/08/20/downsampling/	exact
Micro Averaging	https://insightful-data-lab.com/2025/08/20/micro-averaging/	exact
Macro Averaging	https://insightful-data-lab.com/2025/08/20/macro-averaging/	exact
AUC (Area Under the Curve)	https://insightful-data-lab.com/2025/08/20/auc-area-under-the-curve/	exact
Fairness parity	https://insightful-data-lab.com/2025/08/19/fairness-parity/	exact
LTV (Customer Lifetime Value)	https://insightful-data-lab.com/2025/08/19/ltv-customer-lifetime-value/	exact
CAC (Customer Acquisition Cost)	https://insightful-data-lab.com/2025/08/19/cac-customer-acquisition-cost/	exact
Bayesian Inference.	https://insightful-data-lab.com/2025/08/19/bayesian-inference/	exact
Sequential Testing (also called sequential analysis)	https://insightful-data-lab.com/2025/08/19/sequential-testing-also-called-sequential-analysis/	exact
Confidence Intervals (CIs)	https://insightful-data-lab.com/2025/08/19/confidence-intervals-cis/	exact
Power Analysis	https://insightful-data-lab.com/2025/08/19/power-analysis/	exact
Interleaving Tests	https://insightful-data-lab.com/2025/08/19/interleaving-tests/	exact
A/B Testing	https://insightful-data-lab.com/2025/08/19/a-b-testing/	exact
Time-based splits (a.k.a. Temporal Cross-Validation, Rolling Window Validation)	https://insightful-data-lab.com/2025/08/19/time-based-splits-a-k-a-temporal-cross-validation-rolling-window-validation/	exact
k-fold Stratified Cross-Validation (Stratified CV)	https://insightful-data-lab.com/2025/08/19/stratified-cross-validation-stratified-cv/	exact
Compute budgets	https://insightful-data-lab.com/2025/08/19/compute-budgets/	exact
Manual review minutes	https://insightful-data-lab.com/2025/08/19/manual-review-minutes/	exact
Inference Cost (Inference $)	https://insightful-data-lab.com/2025/08/19/inference/	exact
Label Drift (a.k.a. Target Drift)	https://insightful-data-lab.com/2025/08/19/label-drift-a-k-a-target-drift/	exact
Covariate Drift (a.k.a. Covariate Shift)	https://insightful-data-lab.com/2025/08/19/covariate-drift-a-k-a-covariate-shift/	exact
KS shift (Kolmogorov–Smirnov shift)	https://insightful-data-lab.com/2025/08/19/ks-shift-kolmogorov-smirnov-shift/	exact
PSI (Population Stability Index)	https://insightful-data-lab.com/2025/08/19/psi-population-stability-index/	exact
Selection Rate	https://insightful-data-lab.com/2025/08/19/selection-rate/	exact
SLOs (Service Level Objectives)	https://insightful-data-lab.com/2025/08/19/slos-service-level-objectives/	exact
Cannibalization	https://insightful-data-lab.com/2025/08/19/cannibalization/	exact
Revenue net of treatment cost	https://insightful-data-lab.com/2025/08/19/revenue-net-of-treatment-cost/	exact
Incremental Conversions	https://insightful-data-lab.com/2025/08/19/incremental-conversions/	exact
Uplift@k	https://insightful-data-lab.com/2025/08/19/upliftk/	exact
AUUC (Area Under the Uplift Curve)	https://insightful-data-lab.com/2025/08/19/auuc-area-under-the-uplift-curve/	exact
Qini Coefficient	https://insightful-data-lab.com/2025/08/19/qini-coefficient/	exact
Crew Overtime	https://insightful-data-lab.com/2025/08/19/crew-overtime/	exact
SLA Breaches	https://insightful-data-lab.com/2025/08/19/sla-breaches/	exact
Overstock %	https://insightful-data-lab.com/2025/08/19/overstock/	exact
Stockouts	https://insightful-data-lab.com/2025/08/19/stockouts/	exact
Continuous Ranked Probability Score (CRPS)	https://insightful-data-lab.com/2025/08/19/continuous-ranked-probability-score-crps/	exact
MASE (Mean Absolute Scaled Error)	https://insightful-data-lab.com/2025/08/19/mase-mean-absolute-scaled-error/	exact
Pinball Loss (a.k.a. Quantile Loss)	https://insightful-data-lab.com/2025/08/19/pinball-loss-a-k-a-quantile-loss/	exact
WMAPE (Weighted Mean Absolute Percentage Error)	https://insightful-data-lab.com/2025/08/19/wmape-weighted-mean-absolute-percentage-error/	exact
sMAPE (Symmetric Mean Absolute Percentage Error)	https://insightful-data-lab.com/2025/08/19/smape-symmetric-mean-absolute-percentage-error/	exact
RMSLE (Root Mean Squared Logarithmic Error)	https://insightful-data-lab.com/2025/08/19/rmsle-root-mean-squared-logarithmic-error/	exact
Mean Absolute Error (MAE)	https://insightful-data-lab.com/2025/08/19/mean-absolute-error-mae/	exact
Novelty (in Recommender Systems)	https://insightful-data-lab.com/2025/08/19/novelty-in-recommender-systems/	exact
Diversity (in Recommender Systems)	https://insightful-data-lab.com/2025/08/19/diversity-in-recommender-systems/	exact
Coverage	https://insightful-data-lab.com/2025/08/19/coverage/	exact
Hit Rate (HR)	https://insightful-data-lab.com/2025/08/19/hit-rate-hr/	exact
NDCG (Normalized Discounted Cumulative Gain)	https://insightful-data-lab.com/2025/08/19/ndcg-normalized-discounted-cumulative-gain/	exact
Mean Average Precision (MAP)	https://insightful-data-lab.com/2025/08/19/mean-average-precision-map/	exact
Expected Calibration Error (ECE)	https://insightful-data-lab.com/2025/08/19/expected-calibration-error-ece/	exact
Reliability Curves (also called Calibration Curves)	https://insightful-data-lab.com/2025/08/19/reliability-curves-also-called-calibration-curves/	exact
Log Loss (also called Logarithmic Loss or Cross-Entropy Loss)	https://insightful-data-lab.com/2025/08/19/log-loss-also-called-logarithmic-loss-or-cross-entropy-loss/	exact
Brier Score	https://insightful-data-lab.com/2025/08/19/brier-score/	exact
Calibration quality (Model Calibration)	https://insightful-data-lab.com/2025/08/19/calibration-model-calibration/	exact
Logits	https://insightful-data-lab.com/2025/08/17/logits/	exact
CTR (Click-Through Rate)	https://insightful-data-lab.com/2025/08/17/ctr-click-through-rate/	exact
WAPE (Weighted Absolute Percentage Error)	https://insightful-data-lab.com/2025/08/17/wape-weighted-absolute-percentage-error/	exact
Recall	https://insightful-data-lab.com/2025/08/17/recall/	exact
Uplift	https://insightful-data-lab.com/2025/08/17/uplift/	exact
Mean Absolute Percentage Error (MAP)	https://insightful-data-lab.com/2025/08/17/mean-absolute-percentage-error-mape/	exact
Root Mean Squared Error (RMSE)	https://insightful-data-lab.com/2025/08/17/root-mean-squared-error-rmse/	exact
ROC-AUC (Receiver Operating Characteristic – Area Under Curve, = AUROC)	https://insightful-data-lab.com/2025/08/17/roc-auc-receiver-operating-characteristic-area-under-curve/	exact
Baseline Heuristics	https://insightful-data-lab.com/2025/08/17/baseline-heuristics/	exact
Precision (a.k.a. Positive Predictive Value, PPV)	https://insightful-data-lab.com/2025/08/17/precision-a-k-a-positive-predictive-value-ppv/	exact
Precision–Recall AUC (PR-AUC)	https://insightful-data-lab.com/2025/08/17/precision-recall-auc-pr-auc/	exact
Advanced Sorting in Spreadsheets	https://insightful-data-lab.com/2023/11/26/advanced-sorting-in-spreadsheets/	exact
